country;placename;frequency;start_date;end_date;year;month;week;deaths;expected_deaths;excess_deaths;baseline
Germany;DEU;weekly;09/17/2018;09/23/2018;2018;9;38;16651;;;
Germany;DEU;weekly;09/24/2018;09/30/2018;2018;9;39;15969;;;
Germany;DEU;weekly;10/01/2018;10/07/2018;2018;10;40;16622;;;
Germany;DEU;weekly;10/08/2018;10/14/2018;2018;10;41;16993;;;
Germany;DEU;weekly;10/15/2018;10/21/2018;2018;10;42;16552;;;
Germany;DEU;weekly;10/22/2018;10/28/2018;2018;10;43;16608;;;
Germany;DEU;weekly;10/29/2018;11/04/2018;2018;11;44;16895;;;
Germany;DEU;weekly;11/05/2018;11/11/2018;2018;11;45;17604;;;
Germany;DEU;weekly;11/12/2018;11/18/2018;2018;11;46;16842;;;
Germany;DEU;weekly;11/19/2018;11/25/2018;2018;11;47;17785;;;
Germany;DEU;weekly;11/26/2018;12/02/2018;2018;12;48;18091;;;
Germany;DEU;weekly;12/03/2018;12/09/2018;2018;12;49;18342;;;
Germany;DEU;weekly;12/10/2018;12/16/2018;2018;12;50;17943;;;
Germany;DEU;weekly;12/17/2018;12/23/2018;2018;12;51;18990;;;
Germany;DEU;weekly;12/24/2018;12/30/2018;2018;12;52;17954;;;
Germany;DEU;weekly;01/07/2019;01/13/2019;2019;1;2;19063;;;
Germany;DEU;weekly;01/14/2019;01/20/2019;2019;1;3;19032;;;
Germany;DEU;weekly;01/21/2019;01/27/2019;2019;1;4;19443;;;
Germany;DEU;weekly;01/28/2019;02/03/2019;2019;2;5;19748;;;
Germany;DEU;weekly;02/04/2019;02/10/2019;2019;2;6;19941;;;
Germany;DEU;weekly;02/11/2019;02/17/2019;2019;2;7;20088;;;
Germany;DEU;weekly;02/18/2019;02/24/2019;2019;2;8;20292;;;
Germany;DEU;weekly;02/25/2019;03/03/2019;2019;3;9;20725;;;
Germany;DEU;weekly;03/04/2019;03/10/2019;2019;3;10;20380;;;
Germany;DEU;weekly;03/11/2019;03/17/2019;2019;3;11;19727;;;
Germany;DEU;weekly;03/18/2019;03/24/2019;2019;3;12;18958;;;
Germany;DEU;weekly;03/25/2019;03/31/2019;2019;3;13;18497;;;
Germany;DEU;weekly;04/01/2019;04/07/2019;2019;4;14;18596;;;
Germany;DEU;weekly;04/08/2019;04/14/2019;2019;4;15;17790;;;
Germany;DEU;weekly;04/15/2019;04/21/2019;2019;4;16;18001;;;
Germany;DEU;weekly;04/22/2019;04/28/2019;2019;4;17;17839;;;
Germany;DEU;weekly;04/29/2019;05/05/2019;2019;5;18;17015;;;
Germany;DEU;weekly;05/06/2019;05/12/2019;2019;5;19;17060;;;
Germany;DEU;weekly;05/13/2019;05/19/2019;2019;5;20;17226;;;
Germany;DEU;weekly;05/20/2019;05/26/2019;2019;5;21;17045;;;
Germany;DEU;weekly;05/27/2019;06/02/2019;2019;6;22;16849;;;
Germany;DEU;weekly;06/03/2019;06/09/2019;2019;6;23;17427;;;
Germany;DEU;weekly;06/10/2019;06/16/2019;2019;6;24;16391;;;
Germany;DEU;weekly;06/17/2019;06/23/2019;2019;6;25;16566;;;
Germany;DEU;weekly;06/24/2019;06/30/2019;2019;6;26;17848;;;
Germany;DEU;weekly;07/01/2019;07/07/2019;2019;7;27;16491;;;
Germany;DEU;weekly;07/08/2019;07/14/2019;2019;7;28;16236;;;
Germany;DEU;weekly;07/15/2019;07/21/2019;2019;7;29;16774;;;
Germany;DEU;weekly;07/22/2019;07/28/2019;2019;7;30;19593;;;
Germany;DEU;weekly;07/29/2019;08/04/2019;2019;8;31;16968;;;
Germany;DEU;weekly;08/05/2019;08/11/2019;2019;8;32;16493;;;
Germany;DEU;weekly;08/12/2019;08/18/2019;2019;8;33;15899;;;
Germany;DEU;weekly;08/19/2019;08/25/2019;2019;8;34;16202;;;
Germany;DEU;weekly;08/26/2019;09/01/2019;2019;9;35;17573;;;
Germany;DEU;weekly;09/02/2019;09/08/2019;2019;9;36;15944;;;
Germany;DEU;weekly;09/09/2019;09/15/2019;2019;9;37;16226;;;
Germany;DEU;weekly;09/16/2019;09/22/2019;2019;9;38;16446;;;
Germany;DEU;weekly;09/23/2019;09/29/2019;2019;9;39;17314;;;
Germany;DEU;weekly;09/30/2019;10/06/2019;2019;10;40;16809;;;
Germany;DEU;weekly;10/07/2019;10/13/2019;2019;10;41;17606;;;
Germany;DEU;weekly;10/14/2019;10/20/2019;2019;10;42;17628;;;
Germany;DEU;weekly;10/21/2019;10/27/2019;2019;10;43;17204;;;
Germany;DEU;weekly;10/28/2019;11/03/2019;2019;11;44;17305;;;
Germany;DEU;weekly;11/04/2019;11/10/2019;2019;11;45;17673;;;
Germany;DEU;weekly;11/11/2019;11/17/2019;2019;11;46;18062;;;
Germany;DEU;weekly;11/18/2019;11/24/2019;2019;11;47;18415;;;
Germany;DEU;weekly;11/25/2019;12/01/2019;2019;12;48;18532;;;
Germany;DEU;weekly;12/02/2019;12/08/2019;2019;12;49;19105;;;
Germany;DEU;weekly;12/09/2019;12/15/2019;2019;12;50;19004;;;
Germany;DEU;weekly;12/16/2019;12/22/2019;2019;12;51;18942;;;
Germany;DEU;weekly;12/23/2019;12/29/2019;2019;12;52;18026;;;
Germany;DEU;weekly;01/06/2020;01/12/2020;2020;1;2;19430;19635;-205;2016-2019 historical data
Germany;DEU;weekly;01/13/2020;01/19/2020;2020;1;3;19183;20065;-882;2016-2019 historical data
Germany;DEU;weekly;01/20/2020;01/26/2020;2020;1;4;18940;20472;-1532;2016-2019 historical data
Germany;DEU;weekly;01/27/2020;02/02/2020;2020;2;5;19796;20825;-1029;2016-2019 historical data
Germany;DEU;weekly;02/03/2020;02/09/2020;2020;2;6;19029;21090;-2061;2016-2019 historical data
Germany;DEU;weekly;02/10/2020;02/16/2020;2020;2;7;19647;21242;-1595;2016-2019 historical data
Germany;DEU;weekly;02/17/2020;02/23/2020;2020;2;8;18944;21263;-2319;2016-2019 historical data
Germany;DEU;weekly;02/24/2020;03/01/2020;2020;3;9;19491;21149;-1658;2016-2019 historical data
Germany;DEU;weekly;03/02/2020;03/08/2020;2020;3;10;19639;20911;-1272;2016-2019 historical data
Germany;DEU;weekly;03/09/2020;03/15/2020;2020;3;11;19879;20568;-689;2016-2019 historical data
Germany;DEU;weekly;03/16/2020;03/22/2020;2020;3;12;19737;20149;-412;2016-2019 historical data
Germany;DEU;weekly;03/23/2020;03/29/2020;2020;3;13;19698;19684;14;2016-2019 historical data
Germany;DEU;weekly;03/30/2020;04/05/2020;2020;4;14;20645;19204;1441;2016-2019 historical data
Germany;DEU;weekly;04/06/2020;04/12/2020;2020;4;15;20509;18737;1772;2016-2019 historical data
Germany;DEU;weekly;04/13/2020;04/19/2020;2020;4;16;19282;18304;978;2016-2019 historical data
Germany;DEU;weekly;04/20/2020;04/26/2020;2020;4;17;18549;17922;627;2016-2019 historical data
Germany;DEU;weekly;04/27/2020;05/03/2020;2020;5;18;17907;17599;308;2016-2019 historical data
Germany;DEU;weekly;05/04/2020;05/10/2020;2020;5;19;17630;17340;290;2016-2019 historical data
Germany;DEU;weekly;05/11/2020;05/17/2020;2020;5;20;16979;17145;-166;2016-2019 historical data
Germany;DEU;weekly;05/18/2020;05/24/2020;2020;5;21;17151;17012;139;2016-2019 historical data
Germany;DEU;weekly;05/25/2020;05/31/2020;2020;5;22;16756;16934;-178;2016-2019 historical data
Germany;DEU;weekly;06/01/2020;06/07/2020;2020;6;23;17263;16904;359;2016-2019 historical data
Germany;DEU;weekly;06/08/2020;06/14/2020;2020;6;24;16595;16912;-317;2016-2019 historical data
Germany;DEU;weekly;06/15/2020;06/21/2020;2020;6;25;16384;16949;-565;2016-2019 historical data
Germany;DEU;weekly;06/22/2020;06/28/2020;2020;6;26;17278;17001;277;2016-2019 historical data
Germany;DEU;weekly;06/29/2020;07/05/2020;2020;7;27;16430;17056;-626;2016-2019 historical data
Germany;DEU;weekly;07/06/2020;07/12/2020;2020;7;28;16150;17104;-954;2016-2019 historical data
Germany;DEU;weekly;07/13/2020;07/19/2020;2020;7;29;16508;17133;-625;2016-2019 historical data
Germany;DEU;weekly;07/20/2020;07/26/2020;2020;7;30;16892;17139;-247;2016-2019 historical data
Germany;DEU;weekly;07/27/2020;08/02/2020;2020;8;31;17385;17120;265;2016-2019 historical data
Germany;DEU;weekly;08/03/2020;08/09/2020;2020;8;32;17463;17079;384;2016-2019 historical data
Germany;DEU;weekly;08/10/2020;08/16/2020;2020;8;33;19660;17023;2637;2016-2019 historical data
Germany;DEU;weekly;08/17/2020;08/23/2020;2020;8;34;17533;16963;570;2016-2019 historical data
Germany;DEU;weekly;08/24/2020;08/30/2020;2020;8;35;16612;16912;-300;2016-2019 historical data
Germany;DEU;weekly;08/31/2020;09/06/2020;2020;9;36;16708;16883;-175;2016-2019 historical data
Germany;DEU;weekly;09/07/2020;09/13/2020;2020;9;37;17068;16887;181;2016-2019 historical data
Germany;DEU;weekly;09/14/2020;09/20/2020;2020;9;38;17498;16929;569;2016-2019 historical data
Germany;DEU;weekly;09/21/2020;09/27/2020;2020;9;39;17357;17014;343;2016-2019 historical data
Germany;DEU;weekly;09/28/2020;10/04/2020;2020;10;40;17544;17140;404;2016-2019 historical data
Germany;DEU;weekly;10/05/2020;10/11/2020;2020;10;41;17396;17299;97;2016-2019 historical data
Germany;DEU;weekly;10/12/2020;10/18/2020;2020;10;42;17639;17485;154;2016-2019 historical data
Germany;DEU;weekly;10/19/2020;10/25/2020;2020;10;43;18470;17687;783;2016-2019 historical data
Germany;DEU;weekly;10/26/2020;11/01/2020;2020;11;44;18433;17895;538;2016-2019 historical data
Germany;DEU;weekly;11/02/2020;11/08/2020;2020;11;45;18878;18100;778;2016-2019 historical data
Germany;DEU;weekly;11/09/2020;11/15/2020;2020;11;46;19502;18296;1206;2016-2019 historical data
Germany;DEU;weekly;11/16/2020;11/22/2020;2020;11;47;19894;18478;1416;2016-2019 historical data
Germany;DEU;weekly;11/23/2020;11/29/2020;2020;11;48;20875;18644;2231;2016-2019 historical data
Germany;DEU;weekly;11/30/2020;12/06/2020;2020;12;49;21953;18796;3157;2016-2019 historical data
Germany;DEU;weekly;12/07/2020;12/13/2020;2020;12;50;22897;18936;3961;2016-2019 historical data
Hungary;HUN;weekly;01/06/2020;01/12/2020;2020;1;2;2586;2855;-269;2015-2019 historical data
Hungary;HUN;weekly;01/13/2020;01/19/2020;2020;1;3;2582;2906;-324;2015-2019 historical data
Hungary;HUN;weekly;01/20/2020;01/26/2020;2020;1;4;2720;2951;-231;2015-2019 historical data
Hungary;HUN;weekly;01/27/2020;02/02/2020;2020;2;5;2800;2983;-183;2015-2019 historical data
Hungary;HUN;weekly;02/03/2020;02/09/2020;2020;2;6;2634;2993;-359;2015-2019 historical data
Hungary;HUN;weekly;02/10/2020;02/16/2020;2020;2;7;2750;2979;-229;2015-2019 historical data
Hungary;HUN;weekly;02/17/2020;02/23/2020;2020;2;8;2586;2940;-354;2015-2019 historical data
Hungary;HUN;weekly;02/24/2020;03/01/2020;2020;3;9;2782;2878;-96;2015-2019 historical data
Hungary;HUN;weekly;03/02/2020;03/08/2020;2020;3;10;2605;2802;-197;2015-2019 historical data
Hungary;HUN;weekly;03/09/2020;03/15/2020;2020;3;11;2577;2719;-142;2015-2019 historical data
Hungary;HUN;weekly;03/16/2020;03/22/2020;2020;3;12;2801;2638;163;2015-2019 historical data
Hungary;HUN;weekly;03/23/2020;03/29/2020;2020;3;13;2591;2565;26;2015-2019 historical data
Hungary;HUN;weekly;03/30/2020;04/05/2020;2020;4;14;2525;2503;22;2015-2019 historical data
Hungary;HUN;weekly;04/06/2020;04/12/2020;2020;4;15;2572;2453;119;2015-2019 historical data
Hungary;HUN;weekly;04/13/2020;04/19/2020;2020;4;16;2509;2414;95;2015-2019 historical data
Hungary;HUN;weekly;04/20/2020;04/26/2020;2020;4;17;2356;2381;-25;2015-2019 historical data
Hungary;HUN;weekly;04/27/2020;05/03/2020;2020;5;18;2250;2351;-101;2015-2019 historical data
Hungary;HUN;weekly;05/04/2020;05/10/2020;2020;5;19;2291;2323;-32;2015-2019 historical data
Hungary;HUN;weekly;05/11/2020;05/17/2020;2020;5;20;2343;2295;48;2015-2019 historical data
Hungary;HUN;weekly;05/18/2020;05/24/2020;2020;5;21;2111;2269;-158;2015-2019 historical data
Hungary;HUN;weekly;05/25/2020;05/31/2020;2020;5;22;2192;2247;-55;2015-2019 historical data
Hungary;HUN;weekly;06/01/2020;06/07/2020;2020;6;23;2397;2231;166;2015-2019 historical data
Hungary;HUN;weekly;06/08/2020;06/14/2020;2020;6;24;2288;2224;64;2015-2019 historical data
Hungary;HUN;weekly;06/15/2020;06/21/2020;2020;6;25;2070;2226;-156;2015-2019 historical data
Hungary;HUN;weekly;06/22/2020;06/28/2020;2020;6;26;2262;2236;26;2015-2019 historical data
Hungary;HUN;weekly;06/29/2020;07/05/2020;2020;7;27;2314;2250;64;2015-2019 historical data
Hungary;HUN;weekly;07/06/2020;07/12/2020;2020;7;28;2173;2264;-91;2015-2019 historical data
Hungary;HUN;weekly;07/13/2020;07/19/2020;2020;7;29;2111;2275;-164;2015-2019 historical data
Hungary;HUN;weekly;07/20/2020;07/26/2020;2020;7;30;2152;2279;-127;2015-2019 historical data
Hungary;HUN;weekly;07/27/2020;08/02/2020;2020;8;31;2357;2277;80;2015-2019 historical data
Hungary;HUN;weekly;08/03/2020;08/09/2020;2020;8;32;2312;2269;43;2015-2019 historical data
Hungary;HUN;weekly;08/10/2020;08/16/2020;2020;8;33;2264;2259;5;2015-2019 historical data
Hungary;HUN;weekly;08/17/2020;08/23/2020;2020;8;34;2222;2251;-29;2015-2019 historical data
Hungary;HUN;weekly;08/24/2020;08/30/2020;2020;8;35;2203;2250;-47;2015-2019 historical data
Hungary;HUN;weekly;08/31/2020;09/06/2020;2020;9;36;2218;2257;-39;2015-2019 historical data
Hungary;HUN;weekly;09/07/2020;09/13/2020;2020;9;37;2328;2274;54;2015-2019 historical data
Hungary;HUN;weekly;09/14/2020;09/20/2020;2020;9;38;2471;2299;172;2015-2019 historical data
Hungary;HUN;weekly;09/21/2020;09/27/2020;2020;9;39;2458;2328;130;2015-2019 historical data
Hungary;HUN;weekly;09/28/2020;10/04/2020;2020;10;40;2550;2357;193;2015-2019 historical data
Hungary;HUN;weekly;10/05/2020;10/11/2020;2020;10;41;2546;2381;165;2015-2019 historical data
Hungary;HUN;weekly;10/12/2020;10/18/2020;2020;10;42;2717;2397;320;2015-2019 historical data
Hungary;HUN;weekly;10/19/2020;10/25/2020;2020;10;43;2929;2406;523;2015-2019 historical data
Hungary;HUN;weekly;10/26/2020;11/01/2020;2020;11;44;3107;2409;698;2015-2019 historical data
Hungary;HUN;weekly;11/02/2020;11/08/2020;2020;11;45;3454;2410;1044;2015-2019 historical data
Hungary;HUN;weekly;11/09/2020;11/15/2020;2020;11;46;3829;2416;1413;2015-2019 historical data
Hungary;HUN;weekly;11/16/2020;11/22/2020;2020;11;47;3751;2431;1320;2015-2019 historical data
Hungary;HUN;weekly;11/23/2020;11/29/2020;2020;11;48;3773;2458;1315;2015-2019 historical data
Hungary;HUN;weekly;01/07/2019;01/13/2019;2019;1;2;3090;;;
Hungary;HUN;weekly;01/14/2019;01/20/2019;2019;1;3;3037;;;
Hungary;HUN;weekly;01/21/2019;01/27/2019;2019;1;4;3234;;;
Hungary;HUN;weekly;01/28/2019;02/03/2019;2019;2;5;3384;;;
Hungary;HUN;weekly;02/04/2019;02/10/2019;2019;2;6;3263;;;
Hungary;HUN;weekly;02/11/2019;02/17/2019;2019;2;7;3034;;;
Hungary;HUN;weekly;02/18/2019;02/24/2019;2019;2;8;2888;;;
Hungary;HUN;weekly;02/25/2019;03/03/2019;2019;3;9;2909;;;
Hungary;HUN;weekly;03/04/2019;03/10/2019;2019;3;10;2713;;;
Hungary;HUN;weekly;03/11/2019;03/17/2019;2019;3;11;2733;;;
Hungary;HUN;weekly;03/18/2019;03/24/2019;2019;3;12;2469;;;
Hungary;HUN;weekly;03/25/2019;03/31/2019;2019;3;13;2411;;;
Hungary;HUN;weekly;04/01/2019;04/07/2019;2019;4;14;2414;;;
Hungary;HUN;weekly;04/08/2019;04/14/2019;2019;4;15;2393;;;
Hungary;HUN;weekly;04/15/2019;04/21/2019;2019;4;16;2327;;;
Hungary;HUN;weekly;04/22/2019;04/28/2019;2019;4;17;2442;;;
Hungary;HUN;weekly;04/29/2019;05/05/2019;2019;5;18;2316;;;
Hungary;HUN;weekly;05/06/2019;05/12/2019;2019;5;19;2283;;;
Hungary;HUN;weekly;05/13/2019;05/19/2019;2019;5;20;2208;;;
Hungary;HUN;weekly;05/20/2019;05/26/2019;2019;5;21;2283;;;
Hungary;HUN;weekly;05/27/2019;06/02/2019;2019;6;22;2196;;;
Hungary;HUN;weekly;06/03/2019;06/09/2019;2019;6;23;2288;;;
Hungary;HUN;weekly;06/10/2019;06/16/2019;2019;6;24;2623;;;
Hungary;HUN;weekly;06/17/2019;06/23/2019;2019;6;25;2217;;;
Hungary;HUN;weekly;06/24/2019;06/30/2019;2019;6;26;2247;;;
Hungary;HUN;weekly;07/01/2019;07/07/2019;2019;7;27;2242;;;
Hungary;HUN;weekly;07/08/2019;07/14/2019;2019;7;28;2065;;;
Hungary;HUN;weekly;07/15/2019;07/21/2019;2019;7;29;2292;;;
Hungary;HUN;weekly;07/22/2019;07/28/2019;2019;7;30;2471;;;
Hungary;HUN;weekly;07/29/2019;08/04/2019;2019;8;31;2170;;;
Hungary;HUN;weekly;08/05/2019;08/11/2019;2019;8;32;2215;;;
Hungary;HUN;weekly;08/12/2019;08/18/2019;2019;8;33;2218;;;
Hungary;HUN;weekly;08/19/2019;08/25/2019;2019;8;34;2235;;;
Hungary;HUN;weekly;08/26/2019;09/01/2019;2019;9;35;2373;;;
Hungary;HUN;weekly;09/02/2019;09/08/2019;2019;9;36;2199;;;
Hungary;HUN;weekly;09/09/2019;09/15/2019;2019;9;37;2154;;;
Hungary;HUN;weekly;09/16/2019;09/22/2019;2019;9;38;2241;;;
Hungary;HUN;weekly;09/23/2019;09/29/2019;2019;9;39;2494;;;
Hungary;HUN;weekly;09/30/2019;10/06/2019;2019;10;40;2442;;;
Hungary;HUN;weekly;10/07/2019;10/13/2019;2019;10;41;2382;;;
Hungary;HUN;weekly;10/14/2019;10/20/2019;2019;10;42;2394;;;
Hungary;HUN;weekly;10/21/2019;10/27/2019;2019;10;43;2355;;;
Hungary;HUN;weekly;10/28/2019;11/03/2019;2019;11;44;2297;;;
Hungary;HUN;weekly;11/04/2019;11/10/2019;2019;11;45;2443;;;
Hungary;HUN;weekly;11/11/2019;11/17/2019;2019;11;46;2359;;;
Hungary;HUN;weekly;11/18/2019;11/24/2019;2019;11;47;2301;;;
Hungary;HUN;weekly;11/25/2019;12/01/2019;2019;12;48;2357;;;
Hungary;HUN;weekly;12/02/2019;12/08/2019;2019;12;49;2561;;;
Hungary;HUN;weekly;12/09/2019;12/15/2019;2019;12;50;2526;;;
Hungary;HUN;weekly;12/16/2019;12/22/2019;2019;12;51;2538;;;
Hungary;HUN;weekly;12/23/2019;12/29/2019;2019;12;52;2495;;;
Hungary;HUN;weekly;01/08/2018;01/14/2018;2018;1;2;2546;;;
Hungary;HUN;weekly;01/15/2018;01/21/2018;2018;1;3;2675;;;
Hungary;HUN;weekly;01/22/2018;01/28/2018;2018;1;4;2655;;;
Hungary;HUN;weekly;01/29/2018;02/04/2018;2018;2;5;2731;;;
Hungary;HUN;weekly;02/05/2018;02/11/2018;2018;2;6;2833;;;
Hungary;HUN;weekly;02/12/2018;02/18/2018;2018;2;7;3037;;;
Hungary;HUN;weekly;02/19/2018;02/25/2018;2018;2;8;3161;;;
Hungary;HUN;weekly;02/26/2018;03/04/2018;2018;3;9;3237;;;
Hungary;HUN;weekly;03/05/2018;03/11/2018;2018;3;10;3218;;;
Hungary;HUN;weekly;03/12/2018;03/18/2018;2018;3;11;3016;;;
Hungary;HUN;weekly;03/19/2018;03/25/2018;2018;3;12;2878;;;
Hungary;HUN;weekly;03/26/2018;04/01/2018;2018;4;13;2774;;;
Hungary;HUN;weekly;04/02/2018;04/08/2018;2018;4;14;2622;;;
Hungary;HUN;weekly;04/09/2018;04/15/2018;2018;4;15;2576;;;
Hungary;HUN;weekly;04/16/2018;04/22/2018;2018;4;16;2336;;;
Hungary;HUN;weekly;04/23/2018;04/29/2018;2018;4;17;2300;;;
Hungary;HUN;weekly;04/30/2018;05/06/2018;2018;5;18;2294;;;
Hungary;HUN;weekly;05/07/2018;05/13/2018;2018;5;19;2160;;;
Hungary;HUN;weekly;05/14/2018;05/20/2018;2018;5;20;2154;;;
Hungary;HUN;weekly;05/21/2018;05/27/2018;2018;5;21;2352;;;
Hungary;HUN;weekly;05/28/2018;06/03/2018;2018;6;22;2393;;;
Hungary;HUN;weekly;06/04/2018;06/10/2018;2018;6;23;2228;;;
Hungary;HUN;weekly;06/11/2018;06/17/2018;2018;6;24;2243;;;
Hungary;HUN;weekly;06/18/2018;06/24/2018;2018;6;25;2188;;;
Hungary;HUN;weekly;06/25/2018;07/01/2018;2018;7;26;2140;;;
Hungary;HUN;weekly;07/02/2018;07/08/2018;2018;7;27;2225;;;
Hungary;HUN;weekly;07/09/2018;07/15/2018;2018;7;28;2285;;;
Hungary;HUN;weekly;07/16/2018;07/22/2018;2018;7;29;2265;;;
Hungary;HUN;weekly;07/23/2018;07/29/2018;2018;7;30;2389;;;
Hungary;HUN;weekly;07/30/2018;08/05/2018;2018;8;31;2479;;;
Hungary;HUN;weekly;08/06/2018;08/12/2018;2018;8;32;2419;;;
Hungary;HUN;weekly;08/13/2018;08/19/2018;2018;8;33;2199;;;
Hungary;HUN;weekly;08/20/2018;08/26/2018;2018;8;34;2323;;;
Hungary;HUN;weekly;08/27/2018;09/02/2018;2018;9;35;2254;;;
Hungary;HUN;weekly;09/03/2018;09/09/2018;2018;9;36;2267;;;
Hungary;HUN;weekly;09/10/2018;09/16/2018;2018;9;37;2356;;;
Hungary;HUN;weekly;09/17/2018;09/23/2018;2018;9;38;2385;;;
Hungary;HUN;weekly;09/24/2018;09/30/2018;2018;9;39;2362;;;
Hungary;HUN;weekly;10/01/2018;10/07/2018;2018;10;40;2498;;;
Hungary;HUN;weekly;10/08/2018;10/14/2018;2018;10;41;2512;;;
Hungary;HUN;weekly;10/15/2018;10/21/2018;2018;10;42;2432;;;
Hungary;HUN;weekly;10/22/2018;10/28/2018;2018;10;43;2409;;;
Hungary;HUN;weekly;10/29/2018;11/04/2018;2018;11;44;2361;;;
Hungary;HUN;weekly;11/05/2018;11/11/2018;2018;11;45;2362;;;
Hungary;HUN;weekly;11/12/2018;11/18/2018;2018;11;46;2408;;;
Hungary;HUN;weekly;11/19/2018;11/25/2018;2018;11;47;2555;;;
Hungary;HUN;weekly;11/26/2018;12/02/2018;2018;12;48;2559;;;
Hungary;HUN;weekly;12/03/2018;12/09/2018;2018;12;49;2644;;;
Hungary;HUN;weekly;12/10/2018;12/16/2018;2018;12;50;2677;;;
Hungary;HUN;weekly;12/17/2018;12/23/2018;2018;12;51;2797;;;
Hungary;HUN;weekly;12/24/2018;12/30/2018;2018;12;52;2860;;;
Hungary;HUN;weekly;01/09/2017;01/15/2017;2017;1;2;3311;;;
Hungary;HUN;weekly;01/16/2017;01/22/2017;2017;1;3;3449;;;
Hungary;HUN;weekly;01/23/2017;01/29/2017;2017;1;4;3574;;;
Hungary;HUN;weekly;01/30/2017;02/05/2017;2017;2;5;3616;;;
Hungary;HUN;weekly;02/06/2017;02/12/2017;2017;2;6;3256;;;
Hungary;HUN;weekly;02/13/2017;02/19/2017;2017;2;7;2991;;;
Hungary;HUN;weekly;02/20/2017;02/26/2017;2017;2;8;2890;;;
Hungary;HUN;weekly;02/27/2017;03/05/2017;2017;3;9;2668;;;
Hungary;HUN;weekly;03/06/2017;03/12/2017;2017;3;10;2671;;;
Hungary;HUN;weekly;03/13/2017;03/19/2017;2017;3;11;2582;;;
Hungary;HUN;weekly;03/20/2017;03/26/2017;2017;3;12;2584;;;
Hungary;HUN;weekly;03/27/2017;04/02/2017;2017;4;13;2546;;;
Hungary;HUN;weekly;04/03/2017;04/09/2017;2017;4;14;2422;;;
Hungary;HUN;weekly;04/10/2017;04/16/2017;2017;4;15;2492;;;
Hungary;HUN;weekly;04/17/2017;04/23/2017;2017;4;16;2527;;;
Hungary;HUN;weekly;04/24/2017;04/30/2017;2017;4;17;2480;;;
Hungary;HUN;weekly;05/01/2017;05/07/2017;2017;5;18;2479;;;
Hungary;HUN;weekly;05/08/2017;05/14/2017;2017;5;19;2340;;;
Hungary;HUN;weekly;05/15/2017;05/21/2017;2017;5;20;2323;;;
Hungary;HUN;weekly;05/22/2017;05/28/2017;2017;5;21;2209;;;
Hungary;HUN;weekly;05/29/2017;06/04/2017;2017;6;22;2382;;;
Hungary;HUN;weekly;06/05/2017;06/11/2017;2017;6;23;2126;;;
Hungary;HUN;weekly;06/12/2017;06/18/2017;2017;6;24;2145;;;
Hungary;HUN;weekly;06/19/2017;06/25/2017;2017;6;25;2297;;;
Hungary;HUN;weekly;06/26/2017;07/02/2017;2017;7;26;2136;;;
Hungary;HUN;weekly;07/03/2017;07/09/2017;2017;7;27;2143;;;
Hungary;HUN;weekly;07/10/2017;07/16/2017;2017;7;28;2288;;;
Hungary;HUN;weekly;07/17/2017;07/23/2017;2017;7;29;2271;;;
Hungary;HUN;weekly;07/24/2017;07/30/2017;2017;7;30;2140;;;
Hungary;HUN;weekly;07/31/2017;08/06/2017;2017;8;31;2657;;;
Hungary;HUN;weekly;08/07/2017;08/13/2017;2017;8;32;2292;;;
Hungary;HUN;weekly;08/14/2017;08/20/2017;2017;8;33;2147;;;
Hungary;HUN;weekly;08/21/2017;08/27/2017;2017;8;34;2155;;;
Hungary;HUN;weekly;08/28/2017;09/03/2017;2017;9;35;2239;;;
Hungary;HUN;weekly;09/04/2017;09/10/2017;2017;9;36;2186;;;
Hungary;HUN;weekly;09/11/2017;09/17/2017;2017;9;37;2290;;;
Hungary;HUN;weekly;09/18/2017;09/24/2017;2017;9;38;2312;;;
Hungary;HUN;weekly;09/25/2017;10/01/2017;2017;10;39;2351;;;
Hungary;HUN;weekly;10/02/2017;10/08/2017;2017;10;40;2428;;;
Hungary;HUN;weekly;10/09/2017;10/15/2017;2017;10;41;2496;;;
Hungary;HUN;weekly;10/16/2017;10/22/2017;2017;10;42;2357;;;
Hungary;HUN;weekly;10/23/2017;10/29/2017;2017;10;43;2338;;;
Hungary;HUN;weekly;10/30/2017;11/05/2017;2017;11;44;2397;;;
Hungary;HUN;weekly;11/06/2017;11/12/2017;2017;11;45;2324;;;
Hungary;HUN;weekly;11/13/2017;11/19/2017;2017;11;46;2423;;;
Hungary;HUN;weekly;11/20/2017;11/26/2017;2017;11;47;2503;;;
Hungary;HUN;weekly;11/27/2017;12/03/2017;2017;12;48;2437;;;
Hungary;HUN;weekly;12/04/2017;12/10/2017;2017;12;49;2655;;;
Hungary;HUN;weekly;12/11/2017;12/17/2017;2017;12;50;2580;;;
Hungary;HUN;weekly;12/18/2017;12/24/2017;2017;12;51;2605;;;
Hungary;HUN;weekly;12/25/2017;12/31/2017;2017;12;52;2628;;;
Hungary;HUN;weekly;01/11/2016;01/17/2016;2016;1;2;2640;;;
Hungary;HUN;weekly;01/18/2016;01/24/2016;2016;1;3;2562;;;
Hungary;HUN;weekly;01/25/2016;01/31/2016;2016;1;4;2615;;;
Hungary;HUN;weekly;02/01/2016;02/07/2016;2016;2;5;2483;;;
Hungary;HUN;weekly;02/08/2016;02/14/2016;2016;2;6;2640;;;
Hungary;HUN;weekly;02/15/2016;02/21/2016;2016;2;7;2575;;;
