tipo_dispositivo,codigo_dispositivo,latitud,longitud,id_barrio
POS,11389129,3.472158591,-76.52763375,737998194
POS,11406162,3.450194265,-76.52743211,737999416
POS,11950078,3.461848176,-76.5264063,737998251
POS,11954161,3.452678819,-76.51948608,737998290
POS,11955291,3.454696658,-76.52642025,737998935
POS,11968484,3.405141444,-76.51535704,737997030
POS,11971637,3.440894141,-76.53896133,737998692
POS,11981016,3.476337335,-76.48705268,737998905
POS,12040135,3.438150115,-76.53365293,737999431
POS,12043766,3.476227238,-76.51872685,737998219
POS,12043824,3.449298751,-76.52876888,737998912
POS,12047783,3.469920978,-76.49169131,737998027
POS,12057188,3.449326164,-76.5289137,737998912
POS,12057519,3.468264692,-76.52645287,737998251
POS,12083077,3.373704899,-76.54721887,738000365
POS,12083127,3.391061161,-76.53373858,738000412
POS,12087219,3.450429698,-76.54522835,737996733
POS,12088241,3.467685952,-76.52743526,737998251
POS,12100376,3.470867755,-76.52870417,737998194
POS,12106043,3.380812346,-76.5160696,738000403
POS,12124772,3.423775436,-76.55144827,737999426
POS,12125050,3.363495846,-76.53196411,738000383
POS,12128880,3.440149333,-76.52109221,738000401
POS,12136503,3.47424729,-76.5038085,737999421
POS,12138079,3.468371597,-76.53168705,737998194
POS,12145868,3.427177405,-76.53808259,737998087
POS,12155800,3.443873495,-76.4980019,738000389
POS,12160115,3.442306465,-76.53166179,737998164
POS,12166757,3.432946217,-76.53163693,737998164
POS,12170460,3.452622699,-76.5318971,737998832
POS,12170478,3.468856137,-76.52582468,737998251
POS,12171922,3.4391194,-76.51463251,738000380
POS,12175295,3.480643568,-76.52253503,737998149
POS,12189098,3.449682885,-76.5358633,737998287
POS,12193421,3.479795694,-76.52505209,737998149
POS,12205571,3.452469298,-76.52828852,737998935
POS,12206108,3.417268311,-76.51760021,737997073
POS,12220604,3.448189329,-76.53181042,737998195
POS,12223913,3.381264006,-76.52831448,738000397
POS,12236543,3.464275902,-76.52922796,737998251
POS,12265583,3.391844456,-76.5353591,738000412
POS,12271508,3.435133842,-76.53700977,737998087
POS,12271516,3.467263572,-76.49757152,737997009
POS,12272134,3.452454217,-76.5036799,737998767
POS,12279931,3.427683976,-76.53698354,737998087
POS,12294823,3.403620838,-76.543714,738001440
POS,12301834,3.457842959,-76.53488541,737998259
POS,12308896,3.420632066,-76.54780803,737999427
POS,12332722,3.438683627,-76.52082168,737998289
POS,12348066,3.451731022,-76.53161733,737998832
POS,12350856,3.363365415,-76.53371789,738000383
POS,12354965,3.370791349,-76.52767286,738000407
POS,12356010,3.425404979,-76.5232889,738000404
POS,12359410,3.418863337,-76.47911648,737998023
POS,12373684,3.459502273,-76.52946808,737998204
POS,12378410,3.453015344,-76.52841007,737998935
POS,12391272,3.449631467,-76.54036541,737998685
POS,12397618,3.473198682,-76.52626935,737998194
POS,12405312,3.4488199,-76.53228031,737998195
POS,12406971,3.450681453,-76.52294202,737998290
POS,12409884,3.459456519,-76.53440685,737998259
POS,12413571,3.469825702,-76.52678218,737998251
POS,12428967,3.451851793,-76.48576396,738000351
POS,12431169,3.462944753,-76.53197346,737998194
POS,12448254,3.467396871,-76.52895144,737998251
POS,12460366,3.459513444,-76.53427164,737998259
POS,12463709,3.445334435,-76.51344458,737998242
POS,12469540,3.445457693,-76.52012895,737998290
POS,12474490,3.422490499,-76.48339684,737998023
POS,12477790,3.410172064,-76.51310393,737996914
POS,12481149,3.401570732,-76.5246635,737998244
POS,10462638,3.458571638,-76.53183649,737998259
POS,10465094,3.45862342,-76.48369752,737997008
POS,10468593,3.396800272,-76.54604454,737998847
POS,10521375,3.385335761,-76.52247307,738000386
POS,10523124,3.475512357,-76.51511678,737998219
POS,10525657,3.389425355,-76.54454588,737998851
POS,10534246,3.459881253,-76.53185258,737998259
POS,10534543,3.416108486,-76.53187472,737998231
POS,10534634,3.454008595,-76.53627547,737998275
POS,10534980,3.450786484,-76.53079846,737998832
POS,10540557,3.467959964,-76.51228436,737998798
POS,10544328,3.369737109,-76.5349323,738000383
POS,10551679,3.462944753,-76.53197346,737998194
POS,10554756,3.444317561,-76.52062897,737998290
POS,10554798,3.40233145,-76.5409892,737998921
POS,10554814,3.449181017,-76.53636978,737998287
POS,10564177,3.422625256,-76.54389731,737999427
POS,10565042,3.45290929,-76.5030095,737998767
POS,10565752,3.451336843,-76.53620656,737998287
POS,10566206,3.419633916,-76.54140577,737998111
POS,10570075,3.452387358,-76.532319,737998832
POS,10572352,3.451743628,-76.5346746,737998287
POS,10577765,3.449203846,-76.53685926,737998287
POS,10578490,3.400828624,-76.53744291,737998922
POS,10582930,3.449302699,-76.53220915,737998832
POS,10599355,3.439447499,-76.52613661,737999435
POS,10615201,3.467968987,-76.53028041,737998194
POS,10624922,3.424296372,-76.54484878,737999414
POS,10629640,3.448144449,-76.53289587,737998195
POS,10635126,3.448803834,-76.53235731,737998195
POS,10636553,3.451256354,-76.52787033,737998935
POS,10636736,3.466526916,-76.52957937,737998251
POS,10651685,3.47857309,-76.51834998,737998219
POS,10662120,3.443134072,-76.53460974,737999438
POS,10662237,3.456963212,-76.52310114,737998935
POS,10665875,3.471978373,-76.52813496,737998194
POS,10666055,3.420746166,-76.53891513,737998111
POS,10667731,3.435182934,-76.53434504,737999431
POS,10681864,3.395052921,-76.53834527,737998852
POS,10684371,3.463651594,-76.53233199,737998194
POS,10687119,3.448491451,-76.49921978,737999433
POS,10695013,3.466569425,-76.5266928,737998251
POS,10695864,3.471484782,-76.52586458,737998251
POS,10707545,3.371726322,-76.53882856,738000379
POS,10709830,3.429037275,-76.54630757,737999406
POS,10725935,3.438194543,-76.5187119,737996847
POS,10727691,3.446636656,-76.52696876,737999416
POS,10731867,3.468591081,-76.53015683,737998194
POS,10741056,3.448173084,-76.49975673,737999433
POS,10744464,3.427160175,-76.54706527,737999406
POS,10749190,3.45698977,-76.52254077,737998935
POS,10753929,3.450463211,-76.53172589,737998832
POS,10758068,3.414435439,-76.53236949,737998231
POS,10758118,3.480191119,-76.49845188,738000119
POS,10786127,3.447765897,-76.53363805,737998195
POS,10789774,3.464475595,-76.52283728,737998251
POS,10791069,3.391410757,-76.53860348,737998851
POS,10793016,3.467779723,-76.5304077,737998194
POS,10801322,3.451355145,-76.53443562,737998832
POS,10810992,3.467082289,-76.52615599,737998251
POS,10817112,3.42307492,-76.55036344,737998091
POS,10818938,3.450557015,-76.52863005,737998832
POS,10826477,3.450389277,-76.52722725,737999416
POS,10826626,3.452488435,-76.53214686,737998832
POS,10835551,3.367754058,-76.53256501,738000383
POS,10836609,3.433464364,-76.53511183,737998120
POS,10842052,3.45881493,-76.53477231,737998259
POS,10866481,3.456985457,-76.53379049,737998259
POS,10867968,3.421641764,-76.54676506,737999427
POS,10868958,3.468181886,-76.53094199,737998194
POS,10899169,3.453018422,-76.53795383,737998275
POS,10911386,3.428849379,-76.5445568,737999414
POS,10912194,3.449526783,-76.52965723,737998912
POS,10915981,3.338713364,-76.52774052,737996810
POS,10920817,3.457191346,-76.52814098,737998853
POS,10934099,3.432890606,-76.53648424,737998087
POS,10942696,3.470162937,-76.52179633,737998812
POS,10462653,3.462810069,-76.51242732,737998805
POS,10462679,3.435770326,-76.5283637,738068452
POS,10462711,3.424239452,-76.54693314,737999426
POS,10468585,3.419088551,-76.53907741,737998111
POS,10520492,3.470088211,-76.52971422,737998194
POS,10521417,3.466274732,-76.53117917,737998194
POS,10523132,3.458379238,-76.52342191,737998935
POS,10530327,3.461964627,-76.51923692,737998811
POS,10530632,3.462707228,-76.52308529,737998251
POS,10530780,3.478597802,-76.50682797,738000069
POS,10533933,3.448390643,-76.529817,737998912
POS,10537702,3.465505564,-76.52689037,737998251
POS,10551695,3.408199895,-76.54365235,738001442
POS,10551950,3.46050175,-76.5296959,737998204
POS,10554731,3.432801563,-76.54480878,737999403
POS,10564243,3.449017246,-76.49909877,737999433
POS,10566164,3.478741191,-76.52542574,737998149
POS,10569846,3.446074426,-76.51866316,737998290
POS,10572675,3.459207983,-76.52971451,737998204
POS,10576585,3.435937065,-76.52358536,737998835
POS,10583789,3.430695484,-76.53903021,737998090
POS,10593069,3.398341543,-76.54159154,737998922
POS,10605236,3.405912084,-76.54676512,738001442
POS,10607752,3.466001213,-76.52992698,737998251
POS,10607786,3.414754854,-76.53864841,737998124
POS,10619724,3.465963596,-76.53038266,737998194
POS,10624468,3.457162526,-76.52621212,737998853
POS,10624898,3.458981811,-76.53230444,737998259
POS,10633618,3.431856766,-76.53550362,737998120
POS,10636520,3.45865024,-76.53270079,737998259
POS,10636918,3.435938373,-76.51574262,737996798
POS,10641876,3.419837423,-76.54750148,737999427
POS,10649382,3.458258506,-76.53565427,737998266
POS,10653624,3.464864667,-76.5302598,737998194
POS,10657435,3.460565419,-76.53250619,737998259
POS,10662070,3.446617531,-76.53372645,737998195
POS,10665917,3.464085236,-76.5308377,737998194
POS,10668689,3.432272996,-76.54532532,737999403
POS,10671204,3.422233861,-76.52707646,737998845
POS,10679702,3.426807586,-76.52004116,737999415
POS,10684702,3.454150448,-76.53959159,737998266
POS,10690501,3.490686661,-76.50600755,737998824
POS,10690584,3.421860158,-76.5440092,737999427
POS,10721918,3.41506884,-76.54361205,738001441
POS,10722973,3.478336059,-76.51672289,737998219
POS,10737971,3.456337594,-76.5357928,737998266
POS,10741619,3.419555025,-76.53896536,737998111
POS,10747707,3.436932791,-76.51062102,737998271
POS,10776219,3.451653356,-76.53973599,737998275
POS,10778520,3.454503645,-76.53719068,737998266
POS,10799237,3.459543106,-76.52115438,737998935
POS,10801272,3.468081504,-76.52641475,737998251
POS,10808251,3.47341824,-76.51580088,737998219
POS,10817070,3.448245071,-76.53278808,737998195
POS,10833051,3.469991632,-76.530585,737998194
POS,10845949,3.421540263,-76.54680589,737999427
POS,10846814,3.428885983,-76.51983129,737999415
POS,10846863,3.432942938,-76.53526216,737998120
POS,10847119,3.446762739,-76.53477594,737998195
POS,10854099,3.464018894,-76.5078326,737998754
POS,10863314,3.422418442,-76.54828912,737998091
POS,10869642,3.42408202,-76.53392234,737998100
POS,10877090,3.455277391,-76.53525263,737998259
POS,10878148,3.437408352,-76.53820269,737999431
POS,10898807,3.448654408,-76.52834852,737998912
POS,10904829,3.384267255,-76.52207636,738000386
POS,10926665,3.443561319,-76.52299865,737999416
POS,10931376,3.452416254,-76.52119002,737998935
POS,10938686,3.395759427,-76.53786141,737998852
POS,10956357,3.45290404,-76.53286598,737998832
POS,10961605,3.442503104,-76.53021801,737999435
POS,10461424,3.470775936,-76.52747696,737998194
POS,10465029,3.40597827,-76.54677638,738001442
POS,10465417,3.451721493,-76.53625259,737998287
POS,10520856,3.451063062,-76.48224797,737999366
POS,10523272,3.446730534,-76.53297845,737998195
POS,10534550,3.445169313,-76.53675149,738002274
POS,10537322,3.466603725,-76.52713866,737998251
POS,10537629,3.416092191,-76.54807773,737998095
POS,10537686,3.43628766,-76.50034672,737998284
POS,10537843,3.420697456,-76.5439577,737999427
POS,10539062,3.467541336,-76.5295318,737998251
POS,10539211,3.422506367,-76.54756532,737999426
POS,10539468,3.469613925,-76.52716933,737998251
POS,10543791,3.42651566,-76.54822772,737999406
POS,10551166,3.475767884,-76.50494297,737999420
POS,10551182,3.42699422,-76.54792211,737999406
POS,10564144,3.440646755,-76.53561685,737999438
POS,10564326,3.40027419,-76.54342791,737998847
POS,10565117,3.425836525,-76.55190975,737999406
POS,10569895,3.450864523,-76.52774598,737998935
POS,10570489,3.462907331,-76.53222183,737998194
POS,10577799,3.451567139,-76.53361868,737998832
POS,10591170,3.454275522,-76.52041459,737998935
POS,10599652,3.428853053,-76.5445798,737999414
POS,10606739,3.433570524,-76.53620583,737998087
POS,10607521,3.470032945,-76.52926582,737998194
POS,10612299,3.449181017,-76.53636978,737998287
POS,10620177,3.487182218,-76.52560803,737998149
POS,10620797,3.448409802,-76.535441,737998287
POS,10622306,3.486010031,-76.50288241,737998838
POS,10623007,3.420970231,-76.51603475,737999415
POS,10625481,3.443593521,-76.52181614,738000401
POS,10634103,3.46718222,-76.52631387,737998251
POS,10640498,3.442591375,-76.53267569,737999438
POS,10665883,3.470702189,-76.52945856,737998194
POS,10668762,3.423486218,-76.54721012,737999426
POS,10672970,3.447735828,-76.53159562,737998912
POS,10679405,3.400310085,-76.546696,737996829
POS,10679413,3.397395016,-76.54665715,737996829
POS,10688919,3.476711649,-76.51771518,737998219
POS,10689396,3.4641034,-76.52253265,737998251
POS,10701811,3.423257628,-76.54463804,737999427
POS,10711257,3.467416241,-76.52576281,737998251
POS,10720753,3.445390569,-76.53322702,737998195
POS,10727659,3.437038484,-76.52067523,737998834
POS,10734952,3.461236719,-76.52622364,737998204
POS,10738136,3.463320576,-76.52839425,737998251
POS,10739530,3.436199912,-76.52015969,737998834
POS,10752236,3.450883771,-76.53504251,737998287
POS,10757888,3.45290404,-76.53286598,737998832
POS,10758456,3.453071087,-76.52677692,737998935
POS,10773448,3.371320765,-76.52608106,738000407
POS,10779577,3.397977912,-76.54476283,737998847
POS,10786721,3.380164225,-76.53885493,738000377
POS,10789717,3.432807522,-76.54596473,737999403
POS,10793818,3.450871932,-76.53429263,737998832
POS,10802908,3.492102796,-76.52219646,737998171
POS,10806248,3.474408128,-76.4944632,738000119
POS,10806834,3.435371384,-76.53743716,737998087
POS,10813897,3.422661307,-76.54522342,737999427
POS,10813905,3.455863702,-76.53400742,737998259
POS,10814507,3.463863174,-76.52837399,737998251
POS,10817500,3.445700959,-76.52943603,737998912
POS,10821718,3.448432519,-76.53097338,737998912
POS,10831055,3.415518684,-76.53243738,737998099
POS,10837540,3.43574836,-76.52113763,737998835
POS,10842060,3.463928597,-76.52870364,737998251
POS,10842136,3.450406176,-76.53046134,737998832
POS,10848919,3.453993382,-76.51291276,737998761
POS,10866473,3.464078903,-76.52794257,737998251
POS,10867547,3.425151706,-76.54023298,737998082
POS,10883502,3.466792646,-76.52627633,737998251
POS,10895464,3.468373853,-76.52814261,737998251
POS,10900496,3.4496197,-76.52011297,737998290
POS,10904456,3.463835114,-76.52241749,737998251
POS,10906873,3.465269561,-76.53210985,737998194
POS,10916153,3.457176308,-76.51267151,737998753
POS,10917276,3.482760748,-76.51465915,737998174
POS,10919579,3.37834233,-76.5450128,737996983
POS,10919603,3.451687417,-76.53383311,737998832
POS,10924009,3.459772249,-76.52892614,737998204
POS,10940880,3.437159071,-76.51939755,737998834
POS,10943314,3.426613966,-76.54776168,737999406
POS,10949212,3.486522383,-76.51250746,737998174
POS,10951325,3.466139075,-76.53117626,737998194
POS,10951382,3.452237338,-76.52850436,737998935
POS,10952380,3.464258354,-76.500774,737999419
POS,10955581,3.451183989,-76.53469494,737998287
POS,10955631,3.452453675,-76.53017609,737998832
POS,10968295,3.443921987,-76.52047,738000401
POS,10468239,3.465652337,-76.53117274,737998194
POS,10520443,3.45404479,-76.53009493,737998832
POS,10521540,3.460085116,-76.51361305,737998752
POS,10523470,3.442363447,-76.53138184,737998164
POS,10525855,3.462841434,-76.5314621,737998194
POS,10526648,3.419689282,-76.54524925,737999427
POS,10534089,3.444993445,-76.50864432,737998270
POS,10534303,3.402573073,-76.54457135,738001440
POS,10534741,3.42822989,-76.53667926,737998120
POS,10534949,3.452424802,-76.5338434,737998832
POS,10535128,3.422573678,-76.51696645,737999415
POS,10535268,3.46718222,-76.52631387,737998251
POS,10537462,3.457865868,-76.53211102,737998259
POS,10539252,3.463977574,-76.52319404,737998251
POS,10540292,3.436393085,-76.53996988,737998694
POS,10541977,3.431935844,-76.53193135,738000413
POS,10551224,3.471484887,-76.52701301,737998194
POS,10551638,3.405971584,-76.53980597,737998921
POS,10557213,3.435085474,-76.52833893,738068452
POS,10557270,3.419689282,-76.54524925,737999427
POS,10565083,3.437912054,-76.52848468,737999435
POS,10565836,3.421698969,-76.54176415,737998111
POS,10566099,3.452640799,-76.50107101,737999433
POS,10566230,3.471003982,-76.52996041,737998194
POS,10568970,3.424663854,-76.52746618,737998845
POS,10571297,3.449774945,-76.53228235,737998832
POS,10573814,3.412102003,-76.54724122,738001441
POS,10576411,3.466300168,-76.53117972,737998194
POS,10577617,3.453109392,-76.53251059,737998832
POS,10582294,3.452611353,-76.51452024,737998761
POS,10583508,3.451742489,-76.53987677,737998275
POS,10590743,3.430182017,-76.53607651,737998120
POS,10598290,3.40941374,-76.5409549,737998129
POS,10599348,3.474459355,-76.49312452,737998027
POS,10606341,3.42151667,-76.54748478,737999427
POS,10608982,3.437323504,-76.54131893,737999403
POS,10616233,3.364075977,-76.53306974,738000383
POS,10620490,3.486010031,-76.50288241,737998838
POS,10624443,3.398827842,-76.54129067,737998922
POS,10631927,3.425814202,-76.54594178,737999414
POS,10631992,3.397227062,-76.52299946,737999429
POS,10632313,3.429454894,-76.53643096,737998087
POS,10638658,3.471174751,-76.52576202,737998251
POS,10642353,3.432766623,-76.54103171,737998090
POS,10650737,3.47998945,-76.51637571,737998219
POS,10654234,3.461113483,-76.51767989,737998805
POS,10661817,3.409732653,-76.55298248,738001426
POS,10662245,3.449750593,-76.53197073,737998832
POS,10664720,3.456122842,-76.53584388,737998259
POS,10667855,3.432522671,-76.53825301,737998087
POS,10674877,3.456405884,-76.53637957,737998266
POS,10683167,3.453800156,-76.52602115,737998935
POS,10683183,3.448639025,-76.5369609,737998287
POS,10684504,3.463969389,-76.52800935,737998251
POS,10689354,3.462921355,-76.52593959,737998251
POS,10690568,3.460599351,-76.52658481,737998204
POS,10708097,3.401427793,-76.51060779,737996910
POS,10711422,3.453582802,-76.52952055,737998935
POS,10730356,3.439913978,-76.52640633,737999435
POS,10748119,3.441762506,-76.53404537,737999438
POS,10751055,3.432725245,-76.54291624,737999403
POS,10757854,3.449946857,-76.52331535,737999416
POS,10767937,3.470599678,-76.513396,737998799
POS,10778017,3.45290404,-76.53286598,737998832
POS,10789436,3.445911181,-76.51947513,737998290
POS,10794428,3.448649845,-76.53116258,737998912
POS,10795094,3.467913987,-76.52595021,737998251
POS,10804151,3.448414985,-76.51834571,737998290
POS,10805794,3.445267398,-76.5269817,737998193
POS,10806925,3.453348533,-76.53201177,737998832
POS,10807998,3.455349633,-76.52179398,737998935
POS,10810927,3.462133719,-76.53184387,737998194
POS,10818698,3.460276516,-76.53095727,737998259
POS,10820264,3.438030596,-76.54102005,737998694
POS,10822252,3.467631831,-76.50638132,737999409
POS,10829802,3.398284322,-76.54776121,737996829
POS,10847168,3.371320765,-76.52608106,738000407
POS,10848505,3.405154201,-76.53502707,737998934
POS,10876712,3.437163577,-76.52015817,737998834
POS,10901031,3.46054588,-76.53248975,737998259
POS,10901882,3.450438561,-76.53171851,737998832
POS,10465086,3.443728093,-76.52041104,738000401
POS,10468528,3.490816942,-76.5275343,737998168
POS,10520344,3.403121037,-76.54374988,738001440
POS,10523488,3.45881718,-76.52540751,737998932
POS,10523603,3.456747764,-76.53392095,737998259
POS,10535490,3.430236653,-76.53619168,737998087
POS,10540458,3.419193493,-76.54855045,737998091
POS,10543734,3.41536867,-76.53813488,737998124
POS,10544179,3.434700967,-76.52428255,738068452
POS,10554889,3.451463585,-76.5305002,737998832
POS,10564003,3.469994678,-76.50854393,737999421
POS,10565844,3.463563613,-76.52740833,737998251
POS,10567899,3.435319136,-76.51193227,737998271
POS,10577757,3.477588254,-76.51786901,737998219
POS,10579415,3.459553241,-76.53117348,737998259
POS,10581932,3.45849835,-76.52833175,737998204
POS,10593564,3.465354348,-76.53117558,737998194
POS,10607745,3.449482598,-76.53025683,737998832
POS,10607794,3.459067838,-76.5309589,737998259
POS,10608057,3.467875671,-76.52666271,737998251
POS,10612588,3.466475811,-76.52666908,737998251
POS,10624435,3.473764939,-76.51656457,737998812
POS,10629285,3.453473652,-76.52947441,737998935
POS,10631695,3.479830734,-76.51579026,737998207
POS,10633410,3.45057072,-76.53039678,737998832
POS,10641066,3.406342148,-76.54499709,738001442
POS,10667806,3.436457783,-76.5280053,737999435
POS,10668093,3.438533502,-76.52586324,737999435
POS,10668747,3.419152425,-76.54610145,737999427
POS,10668754,3.428710144,-76.53652611,737998120
POS,10668770,3.412215409,-76.54714847,738001441
POS,10670826,3.445425847,-76.50284914,738000362
POS,10671212,3.423520532,-76.54097662,737998082
POS,10683134,3.452831449,-76.52362723,737998935
POS,10684330,3.449799888,-76.53413892,737998287
POS,10684348,3.444553911,-76.5331532,737999438
POS,10684397,3.481432653,-76.50773779,738000115
POS,10684637,3.462955619,-76.52717902,737998251
POS,10687051,3.478404131,-76.52356028,737998149
POS,10691020,3.453376294,-76.5301509,737998832
POS,10695906,3.456077078,-76.53754694,737998266
POS,10722932,3.40435207,-76.536099,737998921
POS,10745107,3.454318955,-76.52141736,737998935
POS,10747533,3.459289731,-76.52443168,737998932
POS,10751469,3.408539235,-76.55054188,738001426
POS,10753879,3.447513547,-76.53275315,737998195
POS,10764983,3.409431591,-76.55125771,738001426
POS,10771954,3.450848969,-76.53541463,737998287
POS,10780450,3.431488013,-76.53568173,737998120
POS,10781912,3.43403283,-76.54406935,737999403
POS,10782852,3.460586015,-76.52886612,737998204
POS,10786143,3.453109392,-76.53251059,737998832
POS,10790673,3.448490684,-76.5343278,737998287
POS,10798940,3.44988013,-76.52839197,737998912
POS,10804938,3.438882053,-76.53735088,737999431
POS,10811834,3.454503645,-76.53719068,737998266
POS,10818615,3.40103842,-76.54818421,737996829
POS,10832434,3.476127438,-76.5187922,737998219
POS,10847200,3.466414954,-76.51345042,737998797
POS,10847234,3.458628589,-76.53310341,737998259
POS,10847267,3.449273346,-76.5287594,737998912
POS,10849453,3.401119465,-76.54441493,738001440
POS,10857373,3.470404929,-76.52950857,737998194
POS,10858132,3.426682456,-76.52845199,737998119
POS,10874949,3.395973421,-76.54803659,737996834
POS,10882728,3.454152549,-76.53647644,737998275
POS,10907566,3.443665549,-76.52267995,737999416
POS,10921278,3.463712923,-76.52837455,737998251
POS,10928331,3.398004619,-76.54112008,737998922
POS,10938371,3.460315236,-76.52945208,737998204
POS,1074102,3.446585066,-76.51767196,738000381
POS,3075802,3.453159082,-76.53261814,737998832
POS,3090003,3.464264723,-76.51386122,737998805
POS,3115603,3.373327315,-76.54071024,738000377
POS,3201803,3.394638226,-76.54571295,737998847
POS,3755404,3.41486909,-76.53361945,737998099
POS,3772904,3.430295706,-76.53026025,738000413
POS,3845704,3.424828709,-76.54864984,737999406
POS,6059103,3.451121619,-76.53178363,737998832
POS,6083203,3.412867417,-76.54699551,737998095
POS,10295616,3.463521338,-76.52957604,737998204
POS,10295913,3.463908114,-76.53046919,737998194
POS,10295947,3.461953133,-76.52557298,737998251
POS,10296176,3.458090276,-76.52991595,737998259
POS,10296754,3.463439128,-76.53036043,737998194
POS,10296796,3.462100713,-76.53108218,737998194
POS,10297075,3.464630431,-76.53058645,737998194
POS,10297406,3.460270452,-76.53254833,737998259
POS,10297562,3.434818179,-76.53468654,737999431
POS,10298123,3.45853242,-76.52918164,737998204
POS,10298297,3.448946618,-76.5275443,737999416
POS,10298347,3.463161939,-76.52727746,737998251
POS,10299386,3.470555179,-76.52414766,737998251
POS,10300069,3.457072535,-76.53236347,737998259
POS,10300523,3.472094765,-76.52767657,737998194
POS,10301034,3.464897153,-76.52690894,737998251
POS,10301265,3.468946223,-76.52934369,737998194
POS,10302636,3.4786959,-76.51715342,737998219
POS,10303329,3.451539157,-76.53396236,737998832
POS,10303543,3.45290404,-76.53286598,737998832
POS,10303733,3.453075321,-76.53103048,737998832
POS,10303873,3.419107518,-76.54600967,737999427
POS,10304160,3.449720538,-76.5320566,737998832
POS,10304723,3.447820661,-76.53270969,737998195
POS,10308633,3.421698969,-76.54176415,737998111
POS,10309003,3.436946154,-76.53950835,737998694
POS,10310175,3.418418341,-76.55012884,737998091
POS,10310514,3.438822311,-76.537974,737998694
POS,10310647,3.421690152,-76.54786384,737998091
POS,10310696,3.422846177,-76.54161477,737998082
POS,10315281,3.435932919,-76.52617639,738068452
POS,10316727,3.44987094,-76.54100766,737998685
POS,10316818,3.467648022,-76.51252452,737998797
POS,10320299,3.426028027,-76.54691747,737999406
POS,10320695,3.457980688,-76.51321256,737998752
POS,10327773,3.466597553,-76.52775489,737998251
POS,10327906,3.449430058,-76.54093731,737998685
POS,10328052,3.445369569,-76.50591906,737998270
POS,10329290,3.397370809,-76.54261875,737998922
POS,10329514,3.477047145,-76.52499081,737998149
POS,10331452,3.449882261,-76.53155048,737998832
POS,10332781,3.443292773,-76.53581306,737999438
POS,10335701,3.414079182,-76.54055871,737998124
POS,10337533,3.452731708,-76.52523451,737998935
POS,10338978,3.419193493,-76.54855045,737998091
POS,10462539,3.450561738,-76.5300973,737998832
POS,10520617,3.392933382,-76.55611824,737996836
POS,10520765,3.435985736,-76.52871467,737999435
POS,10523652,3.466403292,-76.53020829,737998194
POS,10533842,3.453376294,-76.5301509,737998832
POS,10533859,3.435341165,-76.51665391,737996824
POS,10533925,3.389755242,-76.53871937,737998851
POS,10534030,3.461204891,-76.53288729,737998259
POS,10534055,3.438422679,-76.53428263,737999431
POS,10534352,3.46868062,-76.52880491,737998194
POS,10535284,3.442269908,-76.53430907,737999438
POS,10537538,3.452838636,-76.537733,737998275
POS,10537710,3.453959742,-76.51090618,737998767
POS,10539179,3.413978041,-76.53717418,737998098
POS,10539336,3.452239831,-76.53256078,737998832
POS,10564227,3.449559946,-76.52999239,737998832
POS,10564557,3.404032139,-76.54646584,738001440
POS,10569408,3.415007685,-76.54418361,738001441
POS,10571073,3.46682557,-76.52779859,737998251
POS,10584779,3.432612945,-76.53641275,737998087
POS,10585461,3.423872491,-76.54706808,737999426
POS,10600062,3.462731595,-76.52792589,737998251
POS,10606390,3.463083997,-76.51752419,738002245
POS,10611481,3.466526652,-76.5133565,737998797
POS,10636678,3.454764812,-76.51190312,737998761
POS,10646339,3.43611244,-76.5449827,737999403
POS,10651362,3.449647607,-76.52969269,737998832
POS,10662260,3.450074821,-76.53117007,737998832
POS,10663029,3.41839986,-76.52471364,737998231
POS,10666600,3.466780272,-76.52866738,737998251
POS,10668648,3.413220118,-76.52817592,737998264
POS,10679694,3.420017198,-76.51747089,737999415
POS,10685154,3.457877477,-76.53071466,737998259
POS,10688828,3.368184105,-76.53189598,738000383
POS,10690493,3.423481152,-76.54605399,737999427
POS,10690733,3.453159693,-76.53086445,737998832
POS,10699890,3.4505358,-76.53249094,737998832
POS,10707446,3.443665549,-76.52267995,737999416
POS,10709756,3.435440549,-76.5346327,737999431
POS,10718534,3.466658217,-76.52671534,737998251
POS,10730257,3.43597778,-76.53434172,737999431
POS,10734929,3.430562646,-76.53596018,737998120
POS,10743714,3.365726787,-76.53056986,738018187
POS,10759967,3.462731595,-76.52792589,737998251
POS,10773547,3.468113521,-76.52837806,737998251
POS,10775070,3.458571638,-76.53183649,737998259
POS,10775229,3.43488722,-76.52795969,738068452
POS,10804136,3.453167529,-76.52890396,737998935
POS,10820082,3.394638226,-76.54571295,737998847
POS,10832343,3.419615502,-76.5389456,737998111
POS,10834315,3.437580263,-76.53965047,737998694
POS,10837771,3.377940722,-76.54247697,738000366
POS,10838654,3.475615176,-76.51842203,737998219
POS,10846830,3.454009408,-76.51136959,737998767
POS,10847242,3.452601112,-76.51981103,737998290
POS,10853463,3.4214731,-76.49826302,737996734
POS,10854065,3.449885835,-76.53489579,737998287
POS,10856755,3.467346758,-76.52980921,737998194
POS,10862738,3.472052215,-76.52770512,737998194
POS,10864239,3.463964591,-76.53269587,737998194
POS,10877645,3.41974099,-76.54730439,737999427
POS,10890275,3.431288726,-76.53573715,737998120
POS,10894202,3.406433392,-76.53885339,737998921
POS,10895183,3.4800046,-76.52253548,737998149
POS,10896074,3.440080794,-76.53159061,737998164
POS,10896298,3.39123833,-76.53385685,738000412
POS,10900488,3.45172462,-76.48465851,738000351
