tipo_dispositivo,codigo_dispositivo,latitud,longitud,id_barrio
POS,11087483,3.427894962,-76.53895097,737998082
POS,11093085,3.484966524,-76.52614593,737998256
POS,11094042,3.410277466,-76.5397231,737998129
POS,11099983,3.432485578,-76.52765656,738068452
POS,11100161,3.465235223,-76.50851162,737998796
POS,11117462,3.36435654,-76.53422011,738000383
POS,11123817,3.466038333,-76.52960877,737998251
POS,11130911,3.444766341,-76.52723204,737998193
POS,11131695,3.450429698,-76.54522835,737996733
POS,11134905,3.402344458,-76.52730585,737998244
POS,11147154,3.468090092,-76.52938288,737998194
POS,11151438,3.459237535,-76.53240338,737998259
POS,11167996,3.461215096,-76.53287976,737998259
POS,11170198,3.466849228,-76.52767471,737998251
POS,11171980,3.450102672,-76.53248912,737998832
POS,11178019,3.422053545,-76.54514195,737999427
POS,11197241,3.458681583,-76.53480616,737998259
POS,11241858,3.419500007,-76.5448429,737999427
POS,11242567,3.478581182,-76.51722606,737998219
POS,11245156,3.456897284,-76.52051957,737998935
POS,11251998,3.485806948,-76.51629204,737998174
POS,11253408,3.450030688,-76.53146485,737998832
POS,11273851,3.465385286,-76.50141593,737999419
POS,11283470,3.435262849,-76.53468543,737999431
POS,11285624,3.468658727,-76.52980901,737998194
POS,11286192,3.48375969,-76.49686523,737998838
POS,11293255,3.429401997,-76.52278023,738000404
POS,11299302,3.454127746,-76.52676787,737998935
POS,11303047,3.369159902,-76.53701161,738000383
POS,11304805,3.451186926,-76.53193257,737998832
POS,11307162,3.435109253,-76.52791664,738068452
POS,11312139,3.44916992,-76.54027395,737998685
POS,11312600,3.483020508,-76.52085034,737998219
POS,11316429,3.451243675,-76.53066661,737998832
POS,11317633,3.464676147,-76.49430003,737997005
POS,11320744,3.464479157,-76.51553697,738002246
POS,11324001,3.447120988,-76.529683,737998912
POS,11326733,3.450466057,-76.5332956,737998832
POS,11326758,3.445680975,-76.52930011,737998912
POS,11328317,3.42409235,-76.5444595,737999414
POS,11329091,3.450158026,-76.54027071,737998685
POS,11338191,3.427695629,-76.53947313,737999414
POS,11340635,3.432474898,-76.49619143,737999432
POS,11341328,3.449905831,-76.53190839,737998832
POS,11363892,3.45553726,-76.52362488,737998935
POS,11364379,3.423041352,-76.5342473,737998100
POS,11365368,3.450222101,-76.53871545,737998685
POS,11374709,3.469440132,-76.52815058,737998251
POS,11387966,3.390732091,-76.54183278,737998851
POS,11399474,3.429483776,-76.53820096,737998087
POS,11399870,3.427920736,-76.53683271,737998120
POS,11411097,3.459132109,-76.5238972,737998935
POS,1074202,3.446585066,-76.51767196,738000381
POS,3080302,3.458429431,-76.53447869,737998259
POS,3183703,3.450632357,-76.5326427,737998832
POS,3615204,3.470762966,-76.4939114,737999422
POS,3804404,3.449467444,-76.52823693,737998912
POS,3806103,3.450632357,-76.5326427,737998832
POS,3884204,3.45306974,-76.52881493,737998935
POS,7006202,3.453734722,-76.52510796,737998935
POS,10004885,3.44859912,-76.53328628,737998195
POS,10005197,3.434998797,-76.54035678,737998090
POS,10174258,3.440554955,-76.49770806,738000389
POS,10295137,3.465394344,-76.53024928,737998194
POS,10295384,3.468171711,-76.52910863,737998251
POS,10296010,3.458949464,-76.53014309,737998259
POS,10296291,3.467578994,-76.52734708,737998251
POS,10296838,3.465633112,-76.53117292,737998194
POS,10296952,3.457386864,-76.53347538,737998259
POS,10297190,3.463908114,-76.53046919,737998194
POS,10297422,3.452322332,-76.5341003,737998832
POS,10298115,3.464085907,-76.5301366,737998251
POS,10298800,3.467994772,-76.52559834,737998251
POS,10299006,3.467365353,-76.52821589,737998251
POS,10299121,3.468883542,-76.52512794,737998251
POS,10299303,3.469909802,-76.52930647,737998194
POS,10301208,3.46801608,-76.52640114,737998251
POS,10301489,3.468502254,-76.52672887,737998251
POS,10301604,3.466873082,-76.52677051,737998251
POS,10302263,3.485620366,-76.51481232,737998174
POS,10302982,3.481199151,-76.52459079,737998149
POS,10303956,3.450192169,-76.5330744,737998832
POS,10304467,3.45227532,-76.53389089,737998832
POS,10305795,3.451130959,-76.53279846,737998832
POS,10306397,3.448751588,-76.52851682,737998912
POS,10306488,3.452181771,-76.53267025,737998832
POS,10307734,3.451690035,-76.53736647,737998275
POS,10308021,3.435747516,-76.54083322,737999403
POS,10308146,3.422383551,-76.54435476,737999427
POS,10308567,3.420672469,-76.54447628,737999427
POS,10308948,3.419730294,-76.54850224,737998091
POS,10310571,3.448752869,-76.53736355,738002275
POS,10311785,3.395534211,-76.54641174,737996834
POS,10311876,3.440892182,-76.53283661,737998164
POS,10313179,3.435419408,-76.53743592,737998087
POS,10313427,3.436537391,-76.52839914,737999435
POS,10313468,3.387717876,-76.53855137,738000412
POS,10313716,3.398005198,-76.54091902,737998922
POS,10314136,3.375846967,-76.5445445,738000365
POS,10315323,3.434799678,-76.52831754,738068452
POS,10315422,3.397246211,-76.53818477,737998922
POS,10316172,3.431241033,-76.52678027,738000404
POS,10317592,3.444066965,-76.5203329,738000401
POS,10317840,3.442099944,-76.5324355,737998164
POS,10318590,3.44354829,-76.52303849,737999416
POS,10318913,3.457942523,-76.51290788,737998753
POS,10320331,3.438679709,-76.53481436,737999431
POS,10320398,3.442233596,-76.5275617,737999435
POS,10321206,3.442262139,-76.53467168,737999438
POS,10328599,3.41741778,-76.53955215,737998111
POS,10329159,3.447123714,-76.52745386,737998912
POS,10331130,3.450062543,-76.53069737,737998832
POS,10331981,3.444095473,-76.52628597,737999416
POS,10335867,3.458109927,-76.53293953,737998259
POS,10336121,3.42181022,-76.54683321,737999427
POS,10337269,3.441707996,-76.52585164,737999435
POS,10337483,3.454144078,-76.52098654,737998935
POS,10337897,3.459029518,-76.52310733,737998935
POS,11432242,3.465811847,-76.53126946,737998194
POS,11434420,3.46861154,-76.52681283,737998251
POS,11434552,3.407422181,-76.53508784,737998921
POS,11435112,3.427030426,-76.52924616,737998119
POS,11440815,3.48022883,-76.51554112,737998207
POS,11456704,3.470299198,-76.52171709,737998812
POS,11457405,3.448517919,-76.50171124,737999433
POS,11459112,3.42409235,-76.5444595,737999414
POS,11475795,3.409883437,-76.54772415,738001426
POS,11475977,3.472767444,-76.52323955,737998812
POS,11478450,3.414754854,-76.53864841,737998124
POS,11520343,3.461978592,-76.53125299,737998194
POS,11520475,3.452547456,-76.52810888,737998935
POS,11521218,3.430107439,-76.53800032,737998087
POS,11529310,3.423334664,-76.54479619,737999427
POS,11531530,3.465452086,-76.53024876,737998194
POS,11533171,3.453321921,-76.53963231,737998266
POS,11537321,3.436405609,-76.53566297,737999431
POS,11542461,3.460565419,-76.53250619,737998259
POS,11547940,3.482207708,-76.5142776,737998207
POS,11550001,3.420259108,-76.53906047,737998111
POS,11555547,3.450158026,-76.54027071,737998685
POS,11555570,3.414754854,-76.53864841,737998124
POS,11559309,3.458095527,-76.53524586,737998259
POS,11569878,3.423257628,-76.54463804,737999427
POS,11570082,3.441897853,-76.53378518,737999438
POS,11570876,3.470088211,-76.52971422,737998194
POS,11571072,3.427517997,-76.53793936,737998087
POS,11574126,3.416386648,-76.53986798,737998124
POS,11580610,3.417008029,-76.53857592,737998111
POS,11594025,3.479546582,-76.49719997,738000119
POS,11594710,3.452130506,-76.52187762,737998290
POS,11601630,3.361520949,-76.53130666,738000383
POS,11601705,3.39788338,-76.53811296,737998922
POS,11603594,3.416983723,-76.54379666,738001441
POS,11608460,3.459067838,-76.5309589,737998259
POS,11614047,3.431736051,-76.54497147,737999403
POS,11615747,3.445397304,-76.49950521,738000362
POS,11615812,3.432732699,-76.53576032,737998087
POS,11618097,3.45154487,-76.5303029,737998832
POS,11642121,3.419657492,-76.54299984,737999427
POS,11648557,3.369285113,-76.53700778,738000383
POS,11650637,3.393598922,-76.55129097,737996845
POS,11734647,3.460276516,-76.53095727,737998259
POS,11736659,3.435258004,-76.5419102,737999403
POS,11742251,3.423142074,-76.54440082,737999427
POS,11745213,3.383198494,-76.52846996,738000397
POS,11752532,3.444152154,-76.51149743,737998242
POS,11776655,3.429295666,-76.53909966,737998090
POS,11777810,3.364278769,-76.52899232,738018187
POS,11778842,3.421939173,-76.5385162,737998082
POS,11780590,3.438203588,-76.53561238,737999431
POS,11780657,3.463644403,-76.52735871,737998251
POS,11792900,3.4510947,-76.53090249,737998832
POS,11796026,3.467881654,-76.52663651,737998251
POS,11798949,3.451989263,-76.53931344,737998275
POS,11813904,3.458090276,-76.52991595,737998259
POS,11826005,3.424257651,-76.54766411,737999426
POS,11829645,3.477342225,-76.52638327,737998252
POS,11829686,3.461014628,-76.53100869,737998259
POS,11834546,3.432485578,-76.52765656,738068452
POS,11839933,3.448702014,-76.52795376,737998912
POS,11842754,3.459473803,-76.53528723,737998259
POS,11842911,3.401951207,-76.54405623,738001440
POS,11854577,3.442281934,-76.52611171,737999435
POS,11854700,3.464729278,-76.53121864,737998194
POS,11863875,3.463493256,-76.53314976,737998194
POS,11871951,3.468950014,-76.52865533,737998194
POS,11873213,3.434490657,-76.53478679,737999431
POS,11876653,3.469585581,-76.48532972,737998896
POS,11886041,3.473444412,-76.51267355,737998229
POS,11892577,3.39091261,-76.53864754,737998851
POS,11895497,3.398724525,-76.53790402,737998922
POS,11895745,3.472427283,-76.52039975,737998812
POS,11913159,3.398323891,-76.53980948,737998922
POS,11920279,3.407864454,-76.51671428,737997030
POS,11925377,3.480433051,-76.5105019,737998207
POS,11940665,3.43239852,-76.5388301,737998087
POS,11941374,3.464729278,-76.53121864,737998194
POS,11945979,3.419193493,-76.54855045,737998091
POS,11951399,3.422379549,-76.51123753,737998954
POS,11957370,3.432699748,-76.54241508,737998090
POS,11963246,3.458434965,-76.53427902,737998259
POS,11970449,3.393535586,-76.54194875,737998852
POS,10520427,3.443941927,-76.52177234,737999416
POS,10521557,3.410323895,-76.53818295,737998098
POS,10523546,3.444497094,-76.52140944,737998290
POS,10525905,3.459411219,-76.53434529,737998259
POS,10530699,3.468258136,-76.52446058,737998251
POS,10531283,3.436819328,-76.53604081,737999431
POS,10537256,3.458216207,-76.53131196,737998259
POS,10537496,3.397977912,-76.54476283,737998847
POS,10537892,3.375255491,-76.54202374,738000376
POS,10539039,3.462457862,-76.52638018,737998251
POS,10557254,3.461612613,-76.5279351,737998204
POS,10557296,3.470889726,-76.5104992,737998182
POS,10575629,3.449778077,-76.53047991,737998832
POS,10579951,3.436068764,-76.51029639,737998271
POS,10598142,3.450643599,-76.52830774,737998935
POS,10602332,3.463274036,-76.52909821,737998204
POS,10607828,3.448269214,-76.53173931,737998912
POS,10621167,3.440604243,-76.52815942,737999435
POS,10627289,3.463160617,-76.52576997,737998251
POS,10629145,3.428548719,-76.50972275,737996915
POS,10631026,3.452883098,-76.53044266,737998832
POS,10633261,3.459067838,-76.5309589,737998259
POS,10636587,3.437505453,-76.52588034,737999435
POS,10636785,3.467562325,-76.52741024,737998251
POS,10645513,3.461259745,-76.52625427,737998204
POS,10648384,3.435971389,-76.53023473,737999435
POS,10649754,3.428132806,-76.53749024,737998087
POS,10667277,3.45290404,-76.53286598,737998832
POS,10667327,3.46823799,-76.52839873,737998251
POS,10668119,3.432977376,-76.52818768,738068452
POS,10670651,3.42409235,-76.5444595,737999414
POS,10670974,3.45102445,-76.48208534,737999366
POS,10671048,3.473104046,-76.50700416,737999421
POS,10671154,3.34869395,-76.53058705,737996810
POS,10690626,3.389260945,-76.54482718,737998851
POS,10694974,3.461624035,-76.52860559,737998204
POS,10719383,3.465663805,-76.53024686,737998194
POS,10726297,3.439361808,-76.51478769,738000380
POS,10749919,3.459622858,-76.52839319,737998204
POS,10755676,3.418728579,-76.53916199,737998111
POS,10769347,3.452822954,-76.53228623,737998832
POS,10773992,3.449015423,-76.53114237,737998912
POS,10790590,3.419710914,-76.53592366,737998111
POS,10798395,3.469760706,-76.50835852,737999421
POS,10798452,3.465898447,-76.52972127,737998251
POS,10806529,3.338703263,-76.52797001,737996810
POS,10817492,3.450569343,-76.52863432,737998832
POS,10821262,3.464999155,-76.53012669,737998251
POS,10825081,3.459630019,-76.51985912,737998805
POS,10826501,3.437945255,-76.5401978,737998694
POS,10827616,3.441200677,-76.51259251,738000380
POS,10840247,3.442999804,-76.53425699,737999438
POS,10843308,3.46925233,-76.52408565,737998251
POS,10844280,3.453734722,-76.52510796,737998935
POS,10844306,3.464264723,-76.51386122,737998805
POS,10862274,3.375223801,-76.5425305,738000378
POS,10878163,3.433587729,-76.53520752,737998087
POS,10894194,3.467759786,-76.52660459,737998251
POS,10895456,3.45253716,-76.51195813,737998761
POS,10895480,3.459290944,-76.53224104,737998259
POS,10910305,3.457977888,-76.52579055,737998935
POS,10912210,3.477342225,-76.52638327,737998252
POS,10923993,3.423142074,-76.54440082,737999427
POS,10938249,3.457764606,-76.53532875,737998266
POS,10949030,3.473721522,-76.51650042,737998812
POS,10949204,3.371119168,-76.52774051,738000407
POS,10951341,3.42409235,-76.5444595,737999414
POS,10959591,3.459140478,-76.5210461,737998935
POS,1048402,3.452286029,-76.53247479,737998832
POS,3156803,3.373327315,-76.54071024,738000377
POS,3268203,3.427712156,-76.52603276,738000404
POS,3381003,3.425894064,-76.54591282,737999414
POS,3597004,3.405233305,-76.51372366,737996914
POS,3815103,3.452601112,-76.51981103,737998290
POS,9109703,3.452325463,-76.53309952,737998832
POS,10004554,3.462361499,-76.5275653,737998251
POS,10005650,3.451970453,-76.51440435,737998761
POS,10005684,3.458513932,-76.5327997,737998259
POS,10296705,3.464628828,-76.50325302,737999419
POS,10299907,3.468004079,-76.52717064,737998251
POS,10305258,3.450368079,-76.52820795,737998935
POS,10305761,3.451068684,-76.5332087,737998832
POS,10306496,3.4505358,-76.53249094,737998832
POS,10306538,3.461428415,-76.53385324,737998259
POS,10306926,3.454108365,-76.5317597,737998832
POS,10307304,3.449732282,-76.53150245,737998832
POS,10307783,3.419108709,-76.54323731,737999427
POS,10308005,3.433235091,-76.54326259,737999403
POS,10308609,3.467091126,-76.52568018,737998251
POS,10309698,3.428756451,-76.54463246,737999414
POS,10310415,3.430894263,-76.54349459,737999414
POS,10310852,3.435209975,-76.54327625,737999403
POS,10310894,3.419193493,-76.54855045,737998091
POS,10310951,3.434464201,-76.54029309,737998090
POS,10313583,3.369543673,-76.52366403,738000400
POS,10317758,3.442513646,-76.53005256,737999435
POS,10318269,3.463800292,-76.51651099,738002246
POS,10319366,3.469508068,-76.49802306,737999418
POS,10320463,3.443941927,-76.52177234,737999416
POS,10321396,3.460203184,-76.50720875,737998753
POS,10321610,3.405973124,-76.53748558,737998921
POS,10327005,3.466791367,-76.52779204,737998251
POS,10327575,3.470165271,-76.524258,737998251
POS,10328805,3.389663221,-76.54485041,737998851
POS,10330249,3.487332007,-76.51980205,737998149
POS,10331122,3.450631946,-76.5308794,737998832
POS,10331213,3.448997807,-76.53023797,737998912
POS,10332153,3.453018408,-76.52927336,737998935
POS,10332237,3.462784384,-76.53037973,737998204
POS,10334175,3.440951322,-76.53706778,737998692
POS,10334795,3.466186378,-76.50165519,737999419
POS,10337319,3.443148395,-76.52432727,737999416
POS,10338010,3.444562795,-76.52456091,737999416
POS,10338986,3.417895226,-76.54104956,737998111
POS,10339232,3.467585662,-76.52732181,737998251
POS,10389401,3.468264692,-76.52645287,737998251
POS,11979424,3.448601486,-76.52936784,737998912
POS,12038857,3.428716726,-76.5442795,737999414
POS,12067856,3.483801642,-76.5255327,737998149
POS,12077426,3.404309459,-76.53096807,737998942
POS,12079281,3.450027204,-76.53126776,737998832
POS,12079307,3.448016382,-76.5319714,737998195
POS,12079638,3.469628742,-76.52818169,737998194
POS,12094520,3.452883098,-76.53044266,737998832
POS,12095055,3.395988021,-76.53744562,737998940
POS,12096210,3.442631154,-76.52480293,738000401
POS,12096285,3.429783441,-76.53513167,737998120
POS,12115226,3.480567781,-76.49780871,737998913
POS,12118568,3.45229285,-76.52837754,737998935
POS,12121190,3.48912548,-76.523454,737998171
POS,12122099,3.474744067,-76.50937273,738000069
POS,12122719,3.466243003,-76.52809413,737998251
POS,12131298,3.455230291,-76.52435158,737998935
POS,12148755,3.464742517,-76.50341241,737999419
POS,12154811,3.435377972,-76.53497905,737999431
POS,12164372,3.451385682,-76.53622285,737998287
POS,12173480,3.383918757,-76.53304738,738000397
POS,12197059,3.456537044,-76.53497606,737998259
POS,12202123,3.450648955,-76.53164982,737998832
POS,12204855,3.398882727,-76.54532603,737998847
POS,12210258,3.424967977,-76.54246867,737998082
POS,12211769,3.382311038,-76.53707716,738000397
POS,12218418,3.469560987,-76.50990344,737998796
POS,12219390,3.452089363,-76.53911913,737998275
POS,12233201,3.424545745,-76.54085817,737998082
POS,12237061,3.48099953,-76.52348055,737998149
POS,12266847,3.457848405,-76.5364129,737998266
POS,12272324,3.449865174,-76.52072833,737998290
POS,12272431,3.453771769,-76.53148286,737998832
POS,12291878,3.464854909,-76.53130776,737998194
POS,12308540,3.401914524,-76.52770775,737998942
POS,12313003,3.462383439,-76.5275984,737998251
POS,12314001,3.419070477,-76.50746364,737996735
POS,12319422,3.408867865,-76.54761154,738001426
POS,12329637,3.458396125,-76.5289708,737998204
POS,12332326,3.461104912,-76.53095966,737998204
POS,12339511,3.441955331,-76.50238729,737998269
POS,12339750,3.463259804,-76.52673426,737998251
POS,12345393,3.382434575,-76.53301905,738000397
POS,12362786,3.410058546,-76.53385823,737998282
POS,12370656,3.434606173,-76.53488147,737999431
POS,12384574,3.412798068,-76.53331422,737998099
POS,12386884,3.454664257,-76.52959351,737998935
POS,12397220,3.478473186,-76.50669379,738000069
POS,12400776,3.404137871,-76.53187542,737998934
POS,12403325,3.482875662,-76.51458405,737998174
POS,12413522,3.433334008,-76.53514941,737998120
POS,12419578,3.474197385,-76.51947968,737998812
POS,12420329,3.46475749,-76.51446995,737998805
POS,12422333,3.399432684,-76.54532679,737998847
POS,12424511,3.438311038,-76.5371821,737999431
POS,12432712,3.421789125,-76.54738398,737999427
POS,12433793,3.461693139,-76.51443112,737998805
POS,12434189,3.42409235,-76.5444595,737999414
POS,12439618,3.398336167,-76.54117058,737998922
POS,12448163,3.460736762,-76.53081816,737998259
POS,12455796,3.423960043,-76.5465764,737999427
POS,12456497,3.386224914,-76.54189619,738000366
POS,12467486,3.442897348,-76.51690697,738000380
POS,12474474,3.424379324,-76.50966418,737998956
POS,12477758,3.432739545,-76.52575603,738000404
POS,12494043,3.462768715,-76.53235654,737998194
POS,12496055,3.454569747,-76.53111305,737998832
POS,12510749,3.440524695,-76.50187121,737998269
POS,12512885,3.342692009,-76.53108647,737996810
POS,12515227,3.460405945,-76.51372395,737998752
POS,10993277,3.42165603,-76.53881471,737998082
POS,10996528,3.366646481,-76.53708628,738000383
POS,10998318,3.469219602,-76.5294602,737998194
POS,10998508,3.438608745,-76.53354627,737998164
POS,11011269,3.466038333,-76.52960877,737998251
POS,11013679,3.465770054,-76.50007584,737999419
POS,11017811,3.450848769,-76.53095259,737998832
POS,11017837,3.399726288,-76.54608126,737998847
POS,11025574,3.458109927,-76.53293953,737998259
POS,11026325,3.399568254,-76.54668734,737996829
POS,11034915,3.387622025,-76.53855355,738000412
POS,11048113,3.406798789,-76.54308018,738001442
POS,11053998,3.449122261,-76.53214573,737998832
POS,11063120,3.460847416,-76.51386335,737998752
POS,11074606,3.488083525,-76.51074136,737998202
POS,11086410,3.453397372,-76.53039226,737998832
